,Unnamed: 0,Age,Month,Site,Departamento,Municipio,Empresa,Estrato 1_Suscriptores,Estrato 2_Suscriptores,Estrato 3_Suscriptores,Estrato 4_Suscriptores,Estrato 5_Suscriptores,Estrato 6_Suscriptores,Industrial_Suscriptores,Comercial_Suscriptores,Oficial_Suscriptores,Otros_Suscriptores,Estrato 1_Consumo,Estrato 2_Consumo,Estrato 3_Consumo,Estrato 4_Consumo,Estrato 5_Consumo,Estrato 6_Consumo,Industrial_Consumo,Comercial_Consumo,Oficial_Consumo,Otros_Consumo,Estrato 1_Valor Consumo,Estrato 2_Valor Consumo,Estrato 3_Valor Consumo,Estrato 4_Valor Consumo,Estrato 5_Valor Consumo,Estrato 6_Valor Consumo,Industrial_Valor Consumo,Comercial_Valor Consumo,Oficial_Valor Consumo,Otros_Valor Consumo,Estrato 1_Consumo Por Suscritor,Estrato 2_Consumo Por Suscritor,Estrato 3_Consumo Por Suscritor,Estrato 4_Consumo Por Suscritor,Estrato 5_Consumo Por Suscritor,Estrato 6_Consumo Por Suscritor,Industrial_Consumo Por Suscritor,Comercial_Consumo Por Suscritor,Oficial_Consumo Por Suscritor,Otros_Consumo Por Suscritor,Estrato 1_Valor Por Suscritor,Estrato 2_Valor Por Suscritor,Estrato 3_Valor Por Suscritor,Estrato 4_Valor Por Suscritor,Estrato 5_Valor Por Suscritor,Estrato 6_Valor Por Suscritor,Industrial_Valor Por Suscritor,Comercial_Valor Por Suscritor,Oficial_Valor Por Suscritor,Otros_Valor Por Suscritor,Estrato 1_Precio por Vatio,Estrato 2_Precio por Vatio,Estrato 3_Precio por Vatio,Estrato 4_Precio por Vatio,Estrato 5_Precio por Vatio,Estrato 6_Precio por Vatio,Industrial_Precio por Vatio,Comercial_Precio por Vatio,Oficial_Precio por Vatio,Otros_Precio por Vatio
338776,1053,2012,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,225.0,4298.0,176.0,,1.0,,14.0,243.0,15.0,5.0,28308.0,499760.0,29724.0,,3699.0,,245187.0,97262.0,27722.0,149774.0,11268574.62,199193069.02,11850661.56,,1303231.68,,62114776.07,38154165.84,10100767.38,44918832.31,125.81333333333333,116.27733829688228,168.88636363636363,,3699.0,,17513.35714285714,400.2551440329218,1848.1333333333334,29954.8,50082.55386666666,46345.52559795254,67333.30431818182,,1303231.68,,4436769.719285714,157013.02814814815,673384.4920000001,8983766.462000001,398.070320050869,398.5774552185049,398.69000000000005,,352.32,,253.33633540929986,392.2823491188748,364.359259072217,299.91074759304024
339538,1815,2012,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,11875.0,,,,,,,,,,3640466.0,,,,,,,,,,11875.0,,,,,,,,,,3640466.0,,,,,,,,,,306.56555789473686,,
339960,359,2015,Junio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,4361.0,,,,,,,,,,1397640.0,,,,,,,,,,4361.0,,,,,,,,,,1397640.0,,,,,,,,,,320.4861270350837,,,
340760,1159,2015,Junio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,450.0,4595.0,141.0,,1.0,,9.0,245.0,16.0,2.0,50418.0,538754.0,25658.0,,5327.0,,98446.0,125080.0,25357.0,80555.0,20697101.64,220874646.8,10520549.74,,2006521.09,,31467439.75,48339159.0,9587761.46,23919939.44,112.04,117.24787812840043,181.97163120567376,,5327.0,,10938.444444444445,510.53061224489795,1584.8125,40277.5,45993.5592,48068.4759085963,74613.82794326241,,2006521.09,,3496382.1944444445,197302.68979591836,599235.09125,11959969.72,410.5101677972153,409.97309866840897,410.03,,376.67,,319.6416284054202,386.46593380236646,378.11103285088933,296.9392271119111
341415,1814,2015,Junio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,1.0,,,,,,,,,46063.0,11406.0,,,,,,,,,14032301.0,4551544.0,,,,,,,,,15354.333333333334,11406.0,,,,,,,,,4677433.666666667,4551544.0,,,,,,,,,304.6328072422552,399.04822023496405,,
341999,331,2013,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,9780.0,,,,,,,,,,2588516.0,,,,,,,,,,9780.0,,,,,,,,,,2588516.0,,,,,,,,,,264.67443762781187,,,
342726,1058,2013,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,256.0,4309.0,172.0,,1.0,,15.0,239.0,15.0,5.0,31583.0,494276.0,27672.0,,5512.0,,304437.0,108718.0,35293.0,145500.0,11974609.11,186126019.11,10402181.52,,2125647.68,,74483562.33,40597407.69,12927255.37,42162069.85,123.37109375,114.70782084010212,160.88372093023256,,5512.0,,20295.8,454.88702928870293,2352.866666666667,29100.0,46775.8168359375,43194.71318403342,60477.79953488372,,2125647.68,,4965570.822,169863.63050209204,861817.0246666666,8432413.97,379.14729791343444,376.56293065008214,375.91,,385.64000000000004,,244.66001941288346,373.419375724351,366.2838344714249,289.7736759450172
343540,1872,2013,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,11147.0,,,,,,,,,,3425433.0,,,,,,,,,,11147.0,,,,,,,,,,3425433.0,,,,,,,,,,307.29640261953887,,
344770,1060,2012,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,82374.0,19505.0,,,,,,,,,23193503.0,6410233.0,,,,,,,,,16474.8,19505.0,,,,,,,,,4638700.6,6410233.0,,,,,,,,,281.56339378930244,328.6456293258139,,
344823,1113,2012,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,13814.0,,,,,,,,,,3802769.0,,,,,,,,,,13814.0,,,,,,,,,,3802769.0,,,,,,,,,,275.2836976979876,,,
345794,966,2018,Julio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,7572.0,,,,,,,,,,4025377.0,,,,,,,,,,7572.0,,,,,,,,,,4025377.0,,,,,,,,,,531.6134442683571,,,
346333,441,2006,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,7659.0,,,,,,,,,,1625040.0,,,,,,,,,,7659.0,,,,,,,,,,1625040.0,,,,,,,,,,212.17391304347825,,,
348156,804,2012,Junio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,21.0,63.0,7.0,,,1.0,15.0,9.0,1.0,34.0,6099.0,15825.0,4617.0,,,370.0,124322.0,32480.0,720.0,208046.0,2457158.0,6420013.0,1815366.0,,,151104.0,32873632.24,12764083.41,265852.8,74346634.91,290.42857142857144,251.1904761904762,659.5714285714286,,,370.0,8288.133333333333,3608.8888888888887,720.0,6119.0,117007.52380952382,101904.96825396825,259338.0,,,151104.0,2191575.4826666666,1418231.49,265852.8,2186665.7326470586,402.87883259550745,405.6880252764613,393.19168291098117,,,408.3891891891892,264.4232898441145,392.98286360837443,369.24,357.35671394787687
348421,1069,2012,Junio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,77017.0,19818.0,,,,,,,,,21187418.0,5630498.0,,,,,,,,,15403.4,19818.0,,,,,,,,,4237483.6,5630498.0,,,,,,,,,275.10053624524454,284.1103037642547,,
348463,1111,2012,Junio,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,44471.0,,,,,,,,,,12382982.0,,,,,,,,,,44471.0,,,,,,,,,,12382982.0,,,,,,,,,,278.4507206943851,,,
350830,2221,2019,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,CELSIA COLOMBIA S.A. E.S.P.,519.0,5451.0,124.0,,,,20.0,278.0,21.0,5.0,54625.0,596156.0,17102.0,,,,423183.0,144049.0,26085.0,53280.0,30153031.29,328080707.09,9352751.48,,,,169024127.18,75329569.18,13155889.35,26192337.68,105.2504816955684,109.3663547972849,137.91935483870967,,,,21159.15,518.1618705035971,1242.142857142857,10656.0,58098.3261849711,60187.25134654191,75425.41516129032,,,,8451206.359000001,270969.67330935254,626470.9214285715,5238467.536,552.0005728146454,550.3269397439595,546.8805683545785,,,,399.41142999600646,522.9440619511416,504.3469177688327,491.5979294294295
350831,2222,2019,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,384.0,,,,,,,,,,206782.0,,,,,,,,,,384.0,,,,,,,,,,206782.0,,,,,,,,,,538.4947916666666,
350832,2223,2019,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,PROFESIONALES EN ENERGÍA S.A E.S.P,,,,,,,,1.0,,,,,,,,,,31263.0,,,,,,,,,,12864854.0,,,,,,,,,,31263.0,,,,,,,,,,12864854.0,,,,,,,,,,411.50414227681284,,
350833,2224,2019,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,1.0,,,,,,,,,16141.0,20169.0,,,,,,,,,6187267.0,7227752.0,,,,,,,,,5380.333333333333,20169.0,,,,,,,,,2062422.3333333333,7227752.0,,,,,,,,,383.3261260144973,358.3594625415241,,
352371,1013,2016,Febrero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,12915.0,16712.0,,,,,,,,,6872201.0,8887020.0,,,,,,,,,12915.0,16712.0,,,,,,,,,6872201.0,8887020.0,,,,,,,,,532.110027100271,531.7747726184778,,
354021,1205,2003,Diciembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,152.0,3115.0,305.0,,,,14.0,196.0,25.0,9.0,20533.0,402755.0,47700.0,,,,49625.0,66277.0,22786.0,106196.0,5247207.0,102908630.0,12189736.0,,,,10980245.0,16937082.0,5745125.0,21804659.0,135.08552631578948,129.29534510433388,156.39344262295083,,,,3544.6428571428573,338.1479591836735,911.44,11799.555555555555,34521.09868421053,33036.47833065811,39966.34754098361,,,,784303.2142857143,86413.6836734694,229805.0,2422739.888888889,255.54994399259726,255.51173790517808,255.55002096436058,,,,221.26438287153653,255.54991927818097,252.13398578074253,205.32467324569666
354514,281,2003,Agosto,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,8811.0,,,,,,,,,,1569015.0,,,,,,,,,,8811.0,,,,,,,,,,1569015.0,,,,,,,,,,178.07456588355464,,,
355176,943,2003,Agosto,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,4.0,94.0,1.0,,,,61.0,7.0,1.0,1.0,744.0,40455.0,840.0,,,,556112.0,2559.0,920.0,418.0,175508.0,9547311.0,199080.0,,,,85407453.0,605420.0,270180.0,98971.0,186.0,430.3723404255319,840.0,,,,9116.590163934427,365.57142857142856,920.0,418.0,43877.0,101567.13829787234,199080.0,,,,1400122.1803278688,86488.57142857143,270180.0,98971.0,235.8978494623656,235.9982944011865,237.0,,,,153.57959008257328,236.5846033606878,293.67391304347825,236.77272727272728
355769,448,2005,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,25579.0,,,,,,,,,,5433025.0,,,,,,,,,,25579.0,,,,,,,,,,5433025.0,,,,,,,,,,212.4017748934673,,,
356500,1179,2005,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,168.0,3330.0,237.0,,,,18.0,208.0,22.0,8.0,25540.0,431653.7,33800.62,,,,90827.0,76623.63,20780.34,92261.08,7918921.0,133816654.0,10480225.0,,,,20674011.0,23439253.0,6355383.0,23314081.0,152.02380952380952,129.62573573573573,142.61864978902955,,,,5045.944444444444,368.38283653846156,944.5609090909091,11532.635,47136.43452380953,40185.18138138138,44220.35864978903,,,,1148556.1666666667,112688.71634615384,288881.04545454547,2914260.125,310.05955364134695,310.0092829043282,310.06014090865784,,,,227.61966155438364,305.90110387618023,305.83633376547255,252.69681430132835
357282,349,2015,Enero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,10162.0,,,,,,,,,,3110677.0,,,,,,,,,,10162.0,,,,,,,,,,3110677.0,,,,,,,,,,306.1087384373155,,,
358081,1148,2015,Enero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,435.0,4543.0,145.0,,,,9.0,258.0,16.0,4.0,44351.0,549485.0,30508.0,,,,87910.0,181939.0,33748.0,80584.0,17692127.33,219014394.92,12163844.68,,,,27423942.95,66838970.41,12576876.99,23636590.6,101.95632183908046,120.95201408760731,210.4,,,,9767.777777777777,705.1899224806201,2109.25,20146.0,40671.55708045977,48209.19985031917,83888.584,,,,3047104.7722222223,259065.77678294573,786054.811875,5909147.65,398.91157651462197,398.5812077126764,398.71,,,,311.9547599817996,367.37021974398016,372.6702912765201,293.3161744266852
358856,1923,2015,Enero,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,14228.0,,,,,,,,,,5538576.0,,,,,,,,,,14228.0,,,,,,,,,,5538576.0,,,,,,,,,,389.2729828507169,,
360163,1199,2003,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,150.0,3112.0,310.0,,,,14.0,199.0,24.0,7.0,20396.0,415111.0,48995.0,,,,34207.0,73363.0,21948.0,108501.0,5100017.0,103684274.0,12251251.0,,,,7297651.0,18056357.0,5810718.0,22044492.0,135.97333333333333,133.39042416452443,158.0483870967742,,,,2443.3571428571427,368.65829145728645,914.5,15500.142857142857,34000.113333333335,33317.56876606684,39520.16451612903,,,,521260.78571428574,90735.46231155779,242113.25,3149213.1428571427,250.04986271818007,249.77481685621436,250.05104602510457,,,,213.33794252638353,246.12348186415494,264.74931656642974,203.1731689108856
362698,2199,2019,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,CELSIA COLOMBIA S.A. E.S.P.,517.0,5418.0,124.0,,,,20.0,277.0,22.0,5.0,54552.0,603729.0,18608.0,,,,585720.0,164646.0,33931.0,77861.0,30743821.38,340101007.08,10379367.35,,,,244784871.47,88790728.53,17504784.75,39522041.2,105.5164410058027,111.43023255813954,150.06451612903226,,,,29286.0,594.3898916967509,1542.3181818181818,15572.2,59465.80537717602,62772.42655592469,83704.5754032258,,,,12239243.5735,320544.14631768956,795672.0340909091,7904408.24,563.569097008359,563.3338916633124,557.7905927558039,,,,417.92131303353136,539.2826338325864,515.8935707759865,507.59740049575527
362699,2200,2019,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,336.0,,,,,,,,,,170401.0,,,,,,,,,,336.0,,,,,,,,,,170401.0,,,,,,,,,,507.1458333333333,
362700,2201,2019,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,PROFESIONALES EN ENERGÍA S.A E.S.P,,,,,,,,1.0,,,,,,,,,,33012.0,,,,,,,,,,12712789.0,,,,,,,,,,33012.0,,,,,,,,,,12712789.0,,,,,,,,,,385.0959953956137,,
362701,2202,2019,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,43086.0,30035.0,,,,,,,,,16152711.0,11990957.0,,,,,,,,,14362.0,15017.5,,,,,,,,,5384237.0,5995478.5,,,,,,,,,374.8946525553544,399.2327950724155,,
365126,2177,2019,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,405.0,,,,,,,,,,202321.0,,,,,,,,,,405.0,,,,,,,,,,202321.0,,,,,,,,,,499.558024691358,
365127,2178,2019,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,PROFESIONALES EN ENERGÍA S.A E.S.P,,,,,,,,1.0,,,,,,,,,,32768.0,,,,,,,,,,12412218.0,,,,,,,,,,32768.0,,,,,,,,,,12412218.0,,,,,,,,,,378.79083251953125,,
365128,2179,2019,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,34390.0,27726.0,,,,,,,,,12684249.0,11051985.0,,,,,,,,,11463.333333333334,13863.0,,,,,,,,,4228083.0,5525992.5,,,,,,,,,368.8353881942425,398.61447738584724,,
365690,371,2009,Abril,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,2916.0,,,,,,,,,,804776.0,,,,,,,,,,2916.0,,,,,,,,,,804776.0,,,,,,,,,,275.98628257887515,,,
366454,1135,2009,Abril,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,185.0,3745.0,196.0,,,,18.0,225.0,16.0,1.0,24259.0,449804.0,28414.0,,,,129863.0,91909.0,24653.0,99964.0,8885343.93,164682518.47,10407195.78,,,,35948812.14,1099231.3,8350836.21,30264620.66,131.12972972972972,120.10787716955942,144.96938775510205,,,,7214.611111111111,408.4844444444444,1540.8125,99964.0,48028.886108108105,43973.97021895861,53097.93765306122,,,,1997156.23,4885.472444444445,521927.263125,30264620.66,366.27,366.12061802473966,366.27,,,,276.82105095369735,11.959996300688726,338.73509146959805,302.7551984714497
368028,1001,2008,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,458.0,2353.0,29.0,8.0,7.0,13.0,46.0,54.0,12.0,,88290.0,582566.0,14938.0,7444.0,3957.0,8779.0,188569.0,63173.0,5500.0,,30350762.62,197649784.63,4962297.26,2300101.71,1312965.78,2834177.19,40627284.06,21157412.67,1851441.8,,192.77292576419214,247.5843603909902,515.1034482758621,930.5,565.2857142857143,675.3076923076923,4099.326086956522,1169.8703703703704,458.3333333333333,,66268.04065502183,83999.05849128771,171113.69862068965,287512.71375,187566.54,218013.63,883201.8273913044,391803.93833333335,154286.81666666668,,343.76217714350435,339.27449358527616,332.19288124246884,308.9873334228909,331.80838514025777,322.83599384895774,215.45049324120083,334.91226742437436,336.62578181818185,
368252,1225,2008,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,55136.0,14860.0,,,,,,,,,13114890.0,4027728.0,,,,,,,,,11027.2,14860.0,,,,,,,,,2622978.0,4027728.0,,,,,,,,,237.86437173534532,271.0449528936743,,
368285,1258,2008,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,10028.0,,,,,,,,,,2722972.0,,,,,,,,,,10028.0,,,,,,,,,,2722972.0,,,,,,,,,,271.53689668927007,,,
368722,434,2017,Junio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,389.0,,,,,,,,,,174621.0,,,,,,,,,,389.0,,,,,,,,,,174621.0,,,,,,,,,,448.8971722365039,
370166,1878,2017,Junio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,2331.0,38535.0,,,,,,,,,878812.0,15167384.0,,,,,,,,,777.0,19267.5,,,,,,,,,292937.3333333333,7583692.0,,,,,,,,,377.01072501072497,393.6002076034774,,
370568,292,2003,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,825.0,,,,,,,,,,165103.0,,,,,,,,,,825.0,,,,,,,,,,165103.0,,,,,,,,,,200.12484848484848,,,
371149,873,2003,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,180.0,2401.0,2.0,,,,61.0,37.0,17.0,4.0,40611.0,614144.0,920.0,,,,360662.0,31919.0,5921.0,850.0,9953225.0,149015919.0,201314.0,,,,57547703.0,7520559.0,1504753.0,210053.0,225.61666666666667,255.78675551853394,460.0,,,,5912.491803278688,862.6756756756756,348.29411764705884,212.5,55295.694444444445,62064.10620574761,100657.0,,,,943404.9672131147,203258.35135135136,88514.88235294117,52513.25,245.0869222624412,242.64003067684453,218.8195652173913,,,,159.56131502625726,235.61386634919643,254.13832122952203,247.12117647058824
372517,1101,2016,Marzo,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,19109.0,17559.0,,,,,,,,,10509820.0,9664674.0,,,,,,,,,19109.0,17559.0,,,,,,,,,10509820.0,9664674.0,,,,,,,,,549.9931969229159,550.4114129506236,,
372957,350,2014,Abril,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,7370.0,,,,,,,,,,2050441.0,,,,,,,,,,7370.0,,,,,,,,,,2050441.0,,,,,,,,,,278.2145183175034,,,
373717,1110,2014,Abril,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,425.0,4470.0,150.0,,1.0,,9.0,250.0,15.0,2.0,44251.0,527804.0,29380.0,,5286.0,,84630.0,100840.0,29802.0,75824.0,17462437.11,208574237.57,11614795.4,,1840268.04,,24772893.65,38959321.19,10908996.66,21411777.41,104.12,118.07695749440715,195.86666666666667,,5286.0,,9403.333333333334,403.36,1986.8,37912.0,41088.087317647056,46660.90325950783,77431.96933333334,,1840268.04,,2752543.7388888886,155837.28475999998,727266.444,10705888.705,394.62242909764745,395.173658346659,395.33000000000004,,348.14,,292.720000590807,386.347889627132,366.04914636601575,282.38786413272845
374539,1932,2014,Abril,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,10550.0,,,,,,,,,,4122943.0,,,,,,,,,,10550.0,,,,,,,,,,4122943.0,,,,,,,,,,390.80028436018955,,
375537,718,2018,Febrero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,7.0,16.0,6.0,,,,42.0,10.0,1.0,52.0,1043.0,3799.0,4839.0,,,,323438.0,15588.0,1000.0,178811.0,513443.72,1768611.33,2284273.11,,,,133879814.39,7299214.5,461340.0,80198389.28,149.0,237.4375,806.5,,,,7700.9047619047615,1558.8,1000.0,3438.673076923077,73349.10285714285,110538.208125,380712.185,,,,3187614.6283333334,729921.45,461340.0,1542276.716923077,492.27585810162986,465.54654645959465,472.0547861128332,,,,413.9272886611963,468.2585642802155,461.34,448.50925994485794
375759,940,2018,Febrero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,342.0,,,,,,,,,,178984.0,,,,,,,,,,342.0,,,,,,,,,,178984.0,,,,,,,,,,523.3450292397661,,,
376273,419,2007,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,3106.0,,,,,,,,,,522095.0,,,,,,,,,,3106.0,,,,,,,,,,522095.0,,,,,,,,,,168.092401802962,,,
376937,1083,2007,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,178.0,3605.0,213.0,,,,19.0,217.0,17.0,1.0,23811.0,464546.0,33683.0,,,,172041.0,88230.0,25414.0,90137.0,7199732.07,140419990.54,10184728.71,,,,38031670.64,26396413.77,7305975.61,21460206.71,133.76966292134833,128.8615811373093,158.1361502347418,,,,9054.78947368421,406.58986175115206,1494.9411764705883,90137.0,40447.93297752809,38951.45368654646,47815.62774647888,,,,2001666.8757894738,121642.45976958526,429763.2711764706,21460206.71,302.37,302.27359731867244,302.37,,,,221.06166925325942,299.17730669840194,287.47838238766036,238.084323973507
378572,951,2007,Junio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,18.0,96.0,8.0,,1.0,1.0,50.0,8.0,1.0,,4767.0,27884.0,5397.0,,6646.0,383.0,750901.0,4555.0,1040.0,,1414884.71,8294316.29,1568608.87,,1783454.1,117661.43,127791977.34,1288150.13,279084.0,,264.8333333333333,290.4583333333333,674.625,,6646.0,383.0,15018.02,569.375,1040.0,,78604.70611111111,86399.12802083333,196076.10875,,1783454.1,117661.43,2555839.5468,161018.76625,279084.0,,296.80820432137614,297.4579074020944,290.64459329257,,268.35,307.21,170.18485438160292,282.7991503841932,268.35,
378820,1199,2007,Junio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,17805.0,12411.0,,,,,,,,,4096748.0,2141262.0,,,,,,,,,3561.0,12411.0,,,,,,,,,819349.6,2141262.0,,,,,,,,,230.08975007020499,172.5293691080493,,
379629,776,2006,Julio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,,,,,,,7.0,,,,,,,,,,1403980.26,,,,,,,,,,213816213.73,,,,,,,,,,200568.60857142857,,,,,,,,,,30545173.389999997,,,,,,,,,,152.29289173196779,,,
379760,907,2006,Julio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,,,,,,,,,,119382.0,,,,,,,,,,25202012.0,,,,,,,,,,23876.4,,,,,,,,,,5040402.4,,,,,,,,,,211.10395201956743,,,
380231,453,2018,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,1.0,,,,,,,,2056.0,,399.0,,,,,,,,781319.0,,188767.0,,,,,,,,2056.0,,399.0,,,,,,,,781319.0,,188767.0,,,,,,,,380.01896887159535,,473.10025062656644,
